21,15,8,36,
28,48,13,36,
35,26,15,36,
42,20,16,36,
49,28,19,36,
56,37,21,36,
63,42,24,36,
70,56,26,36,
77,48,26,36,
84,47,28,36,
91,46,29,36,
98,48,30,36,
105,44,30,36,
112,36,30,36,
119,38,31,36,
126,39,32,36,
133,40,33,36,
140,40,33,36,
147,42,34,36,
154,38,34,36,
161,37,34,36,
168,38,35,36,
175,38,35,36,
182,37,35,36,
189,37,35,36,
196,37,35,36,
203,36,35,36,
210,37,35,36,
217,36,35,36,
224,36,35,36,
231,36,35,36,
238,37,36,36,
245,37,36,36,
252,36,36,36,
259,36,36,36,
266,36,36,36,
273,36,36,36,
280,36,36,36,
287,36,36,36,
