21,24,10,37,
28,50,15,37,
35,33,17,37,
42,27,19,37,
49,32,22,37,
56,29,23,37,
63,34,26,37,
70,31,26,37,
77,32,27,37,
84,30,27,37,
91,31,28,37,
98,32,29,37,
105,31,29,37,
112,31,30,37,
119,33,32,37,
126,35,33,37,
133,36,34,37,
140,36,34,37,
147,36,34,37,
154,36,34,37,
161,35,34,37,
168,34,34,37,
175,35,35,37,
182,35,35,37,
189,35,35,37,
196,35,35,37,
203,35,35,37,
210,35,35,37,
217,36,36,37,
224,36,36,37,
231,36,36,37,
238,36,36,37,
245,36,36,37,
252,36,36,37,
259,36,36,37,
266,36,36,37,
273,37,37,37,
280,37,37,37,
287,37,37,37,
294,37,37,37,
301,37,37,37,
308,37,37,37,
