capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,2,3,1,2,2,2,3,
28,2,3,0,2,2,2,3,
35,2,3,1,2,2,2,3,
42,3,3,2,5,4,5,6,
49,3,3,3,5,4,5,6,
56,3,3,3,3,3,3,2,
63,3,3,3,3,3,3,2,
70,3,3,3,3,3,3,2,
77,3,3,3,3,3,3,2,
84,3,3,3,3,3,3,4,
91,3,3,3,3,3,3,4,
98,3,3,3,3,3,3,4,
105,3,3,3,3,3,3,4,
112,3,3,3,3,3,3,4,
